title,year,certificate,genre,rating
Rivet,2022,,Drama  Thriller            ,6.7
Pogaru,2021,UA,Action            ,6.0
Tujhyat Jeev Rangala,2016–,U/A,Drama            ,7.3
Ankahi Ansuni,2021–,UA 16+,Horror  Mystery  Thriller            ,6.4
Kadak Mitthi,2021–,Not Rated,Comedy            ,3.7
Jango,2021,U,Sci-Fi  Thriller            ,8.2
102 Not Out,2018,U,Comedy  Drama            ,6.9
Ponnu Pakka Poren,1989,,Romance            ,5.4
Baap No Bagicho,2022,,Comedy            ,6.7
Vidhaata,1982,A,Action  Drama            ,6.0
Jungle Ki Hasina,1990,,Action  Adventure            ,7.6
Mohini,2020–,,Drama            ,7.1
Ek Thi Daayan,2013,A,Horror  Romance  Thriller            ,6.0
Loafer,1973,U,Romance  Thriller            ,7.4
Cheesecake,2019–,Not Rated,Comedy  Drama  Romance            ,7.8
Santhwanam,2020–,UA 7+,Family            ,6.8
Kapata Nataka Sutradhari,2021,UA,Thriller            ,6.4
Manchi Rojulochaie,2021,UA,Romance            ,3.2
Hello!,2017–,A,Drama  Thriller            ,2.4
Ee Nagaraniki Emaindi,2018,UA,Comedy  Drama            ,7.5
Captain,2022,UA,Action  Drama  Sci-Fi            ,5.2
The Legend,2022,UA,Action  Drama  Romance            ,7.2
Tashan,2008,UA,Action  Comedy  Drama            ,6.2
Masoom,2022–,UA 16+,Mystery            ,6.9
O2,II 2022,UA 16+,Thriller            ,6.7
Chhatriwali,,,Comedy  Drama            ,6.4
Raat,1992,A,Horror            ,5.0
Sachin,2017,U,Documentary  Sport            ,9.5
Kade Haan Kade Naa,2021,UA,Comedy            ,7.5
Student War Punjabi Movie,,,Thriller            ,5.2
Nagin,1954,U,Drama  Musical  Romance            ,7.3
Nakaab,2021,UA 16+,Action  Crime  Thriller            ,7.0
Rishton Ka Chakravyuh,2017–2018,PG,Drama            ,7.8
Ankur,1974,U,Drama            ,5.7
Tumhari Sulu,2017,U,Comedy  Drama            ,4.3
Andala Rakshasi,2012,UA,Romance            ,7.1
Tutak Tutak Tutiya,2016,UA,Comedy  Horror            ,8.8
Molkki,2020–2022,13,Drama            ,8.0
Aquarium,2022,,Crime  Drama            ,7.0
Medium Spicy,2022,UA,Drama            ,5.2
Dil Aashna Hai (...The Heart Knows),1992,U,Drama  Romance            ,6.3
Insan,2005,UA,Action  Crime  Drama            ,8.4
Natasaarvabhowma,2019,UA,Action            ,8.0
Parwana,1971,,Romance  Thriller            ,6.8
Phir Laut Aayi Naagin,2019–,Not Rated,Fantasy            ,6.9
Family of Thakurganj,2019,U/A,Action  Drama            ,4.3
Rang Badalti Odhani,2010–2011,,Drama  Romance            ,6.8
Odd Couple,2019,UA 13+,Drama            ,6.4
Titli,2014,A,Action  Crime  Drama            ,4.4
The Deal,XIII,,Short  Romance            ,8.1
Bairagee,2022,UA,Action            ,7.1
Punnagai Mannan,1986,A,Comedy  Drama  Romance            ,5.8
Thrissur Pooram,2019,UA,Action  Drama  Thriller            ,8.1
Kothanodi,2015,U,Fantasy  Horror            ,5.2
Mufti,2017,UA,Action  Drama  Thriller            ,5.9
Parugu,2008,U,Action  Drama  Romance            ,4.1
Methagu,2021,,Biography  History            ,8.4
Coffee Café,2020,,Drama            ,4.7
Jo Jeeta Wohi Sikandar,1992,U,Comedy  Drama  Romance            ,6.6
Dakuaan Da Munda 2,2022,UA,Action  Adventure  Biography            ,6.5
Middle Class Love,2022,UA,Comedy  Drama  Romance            ,8.1
Fuh se Fantasy,2019–,16+,Romance            ,7.6
Recce,2022–,UA,Crime  Thriller            ,3.8
Manje Bistre,2017,UA,Comedy  Drama            ,4.9
Panchhi,2021,UA 13+,Crime  Thriller            ,7.1
Dasavatharam,2008,U,Action  Adventure  Sci-Fi            ,5.8
Popcorn Monkey Tiger,2019,A,Action  Crime            ,7.7
Manninchava,2022,U,Drama  Romance            ,5.3
Bees Saal Baad,1989,A,Horror  Mystery            ,8.0
Baiju Bawra,,,Drama            ,4.2
The Hero: Love Story of a Spy,2003,U,Action  Adventure  Drama            ,9.1
India's Most Wanted,2019,UA,Action  Adventure  Thriller            ,6.5
Machine,II 2017,UA,Action  Mystery  Romance            ,6.8
Kasthuri Mahal,2022,A,Drama            ,8.3
Striling Pulling,2019 TV Movie,,Comedy  Drama            ,7.7
Badla Jatti Da,1991,U,Action  Crime  Drama            ,7.0
Inkaar,1977,,Drama  Mystery  Thriller            ,7.1
Bypass Road,2019,UA,Drama  Mystery  Thriller            ,8.1
Hebbuli,2017,UA 13+,Action  Drama  Thriller            ,8.0
Shimmy,2021,,Short  Drama  Romance            ,6.5
Doodh Ka Karz,1990,A,Action  Drama  Fantasy            ,9.8
Socha Na Tha,2005,U,Comedy  Drama  Romance            ,6.0
Jaana Na Dil Se Door,2016–2017,12+,Drama  Family  Romance            ,5.5
Bang Baang,2021–,18,Action  Thriller            ,6.1
Sandook - Ek Rahasya,2022 TV Movie,,Horror            ,6.8
Dochukunavalaki Dochukunnantha,,,Drama            ,7.9
Champion,I 2022,,Action            ,6.1
Jamun,2021,Not Rated,Drama  Family            ,7.3
Varma,2020,,Drama  Romance            ,6.4
Yatri Kripya Dhyan De,2022,,Short  Drama            ,6.8
Players,2012,UA,Action  Crime  Thriller            ,5.0
Mulk,I 2018,UA,Drama            ,8.0
Antarvasna,2021,,Short  Drama            ,6.4
Vedam,2010,A,Action  Drama            ,5.5
Iru Dhuruvam,2019–,18,Crime  Thriller            ,6.2
Samarthya Shastram,2022–,,Comedy            ,7.6
Jilla,2014,U,Action  Crime  Drama            ,7.0
Hello Guru Prema Kosame,2018,U,Comedy  Romance            ,3.0
Mard,1985,U,Action  Drama  Romance            ,3.4
Wagle Ki Duniya,2021–,12+,Comedy            ,6.9
Mr.Local,2019,U,Action  Comedy  Drama            ,3.6
Chasing,2021,,Action  Crime            ,9.1
Sirf Tum,1999,U,Romance  Drama            ,6.9
Bunny,2005,U,Action  Drama            ,7.4
Mujh Mein Tu Rehna,2022 Music Video,,Music            ,7.4
Neel Kamal,1968,U,Drama  Fantasy  Musical            ,5.9
Nanjundi Kalyana,1989,UA,Drama  Family            ,7.2
Zombie,II 2019,UA,Comedy  Horror            ,6.7
Satya Harishchandra,I 1965,U,Drama  History            ,5.9
Kyon Ki...,2005,U,Drama  Romance            ,4.8
Anarkali,2015,U,Drama  Musical  Romance            ,7.6
Sabse Bada Khiladi,1995,A,Action  Crime  Thriller            ,5.9
Savyasachi,2018,UA,Action  Thriller            ,9.3
Bas Cha Sudhi,2018–,,Romance            ,7.2
Ranveer vs. Wild with Bear Grylls,2022,16,Documentary            ,8.0
Barsaat,1995,,Action  Romance            ,7.5
Don,I 2007,A,Action  Crime  Drama            ,8.6
Minnale,2001,U,Comedy  Drama  Musical            ,8.1
Haan Maine Bhi Pyaar Kiya,2002,U,Drama  Musical  Romance            ,6.4
The Past,I 2018,A,Drama  Horror            ,9.6
Anaganaga O Athidhi,2020,16,Drama  Thriller            ,6.9
Angaar,1992,UA,Action  Crime  Drama            ,7.2
Jhansi Ki Rani,2019,13,Drama  History            ,5.1
Gadhvache Lagna,2007,UA,Comedy            ,7.5
Mr. Natwarlal,1979,U,Action  Comedy  Romance            ,7.8
Rahasya Romancha Series,2019–,Not Rated,Thriller            ,7.4
Hoon Tari Heer,2022,UA,Drama  Musical  Romance            ,8.6
Devasuram,1993,U,Action  Drama  Thriller            ,7.5
Vunnadhi Okate Zindagi,2017,U,Drama            ,6.5
Eklavya,2007,U,Action  Drama  Mystery            ,3.6
Nallamala,2022,UA,Action  Drama  History            ,7.0
Nene Raju Nene Mantri,2017,UA,Action  Thriller            ,7.3
Nizhal,2021,U,Drama  Mystery  Thriller            ,7.3
Prassthanam,2019,UA,Action  Drama            ,7.5
Indu Sarkar,2017,UA,Drama  Thriller            ,5.6
The Last Show,2021,UA,Drama            ,5.2
Toofan Singh,2017,(Banned),Action  Biography  History            ,7.9
Teri Meherbaniyan,1985,U,Action  Crime  Drama            ,6.6
Rangili,2021,,Horror            ,5.9
Aditya 369,1991,U,Adventure  Comedy  Sci-Fi            ,6.5
Varikkuzhiyile Kolapathakam,2019,U,Comedy  Mystery  Thriller            ,7.9
8 x 10 Tasveer,2009,U,Action  Crime  Drama            ,6.6
Bumm Bumm Bole,2010,,Drama  Family  Thriller            ,6.1
Paiyaa,2010,U,Action  Adventure  Drama            ,3.1
Kotha Poradu,2020–,A,Drama  Romance            ,5.8
Katha Ankahee,2022–,,Drama            ,6.5
Aval,2017,A,Horror            ,7.7
Damini,1993,U,Crime  Drama            ,4.4
Boyz 2,2018,A,Comedy            ,8.3
Afsos,2020–,UA 16+,Comedy  Drama            ,8.0
Paruthiveeran,2007,UA,Action  Drama  Romance            ,6.1
Made in China,II 2019,UA,Comedy  Drama            ,6.4
Aastha: In the Prison of Spring,1997,A,Drama            ,8.9
Earth,1998,A,Drama  Romance  War            ,7.6
Kanamachi,2013,UA,Action  Drama  Romance            ,9.6
Bandhan,2004,UA,Drama  Romance            ,6.3
Life Is Beautiful,2012,U,Drama  Romance            ,7.7
Damaged,2018–2019,Not Rated,Crime            ,7.0
Boss Engira Baskaran,2010,U,Comedy            ,9.7
Expose,2022–,UA 16+,Drama  Thriller            ,7.5
Siddy,2022,UA,Crime            ,7.5
Rang Maza Vegla,2019–,PG,Drama            ,6.1
U Me Aur Hum,2008,,Drama  Romance            ,6.5
Shirdi Ke Sai Baba,1977,,Biography  Drama            ,6.5
Tariq,2023,,Action  Drama  Thriller            ,3.8
Adithattu,2022,A,Action  Thriller            ,4.8
True,2021,UA,Thriller            ,4.3
Chameli,2003,Not Rated,Drama            ,7.1
"Capital A, Small A",2022,,Short  Romance            ,7.6
Guna 369,2019,UA,Action  Drama            ,4.4
Yuvvraaj,2008,U,Comedy  Drama  Musical            ,6.7
Ek Phool Do Mali,1969,U,Drama  Family  Musical            ,8.4
Taj: Royal Blood,2022–,,History            ,6.5
Vegam,I 2014,,Thriller            ,6.6
Shagird,2011,UA,Action  Crime  Drama            ,7.7
Bhoot Returns,2012,A,Horror  Mystery  Thriller            ,9.1
Sonar Kella,1974,U,Adventure  Family  Mystery            ,7.7
Lajja,2001,UA,Action  Crime  Drama            ,5.8
Love Ni Bhavai,2017,UA,Comedy  Drama  Romance            ,6.3
Saat Pake Bandha,2009,U,Action  Drama  Romance            ,8.0
Koode,2018,U,Drama  Fantasy            ,7.6
Chhello Divas,2015,U,Comedy            ,6.5
Panjaa,2011,A,Action  Crime  Drama            ,6.0
Fire,1996,(Banned),Drama  Romance            ,7.0
Khichdi,2002–,U,Comedy            ,6.5
Mahaveeryar,2022,U,Action  Comedy  Drama            ,5.0
Inspector Avinash,2021–,,Action  Thriller            ,5.0
MTV Hustle,2019–,13,Reality-TV            ,5.0
Kabhie Kabhie,1976,U,Drama  Romance            ,2.6
Shootout at Lokhandwala,2007,A,Action  Crime  History            ,5.6
Godavari,2021,U,Drama            ,7.7
The Great Wolf Pack: A Call to Adventure,2022,,Animation  Adventure  Comedy            ,7.3
Nenjuku Needhi,2022,UA,Crime  Drama  Mystery            ,3.3
Awara,2012,UA,Action            ,8.4
Swarna Khadgham,2018,,Action  Drama            ,8.4
Vardi,1989,A,Action  Crime  Drama            ,6.6
Pyasa Darinda,1990,,Horror            ,3.5
Janwar,1965,,Musical  Romance            ,6.5
Bole Chudiyan,,,Comedy  Drama  Romance            ,6.9
Chanda Aur Chandni,2022–,A,Drama            ,8.7
99,I 2009,UA,Comedy  Crime  Drama            ,7.1
Peepli [Live],2010,A,Comedy  Drama            ,6.4
Khandaani Shafakhana,2019,UA,Comedy  Drama            ,6.7
Damarukam,2012,UA,Action  Drama  Fantasy            ,6.1
Lapachhapi,2017,A,Drama  Horror  Mystery            ,2.6
Herogiri,2015,,Action  Comedy            ,6.9
Roadside Romeo,2008,U,Animation  Adventure  Comedy            ,6.0
Kyun! Ho Gaya Na...,2004,,Comedy  Drama  Romance            ,6.4
Mother Teresa & Me,2022,,Drama            ,8.1
Matru Ki Bijlee Ka Mandola,2013,UA,Comedy  Drama            ,7.0
My Dear Lisa,2022,UA,Thriller            ,5.4
Lust a Cinema,2018,,Drama            ,8.8
1983,2014,U,Drama  Sport            ,7.7
Time Out,2015,UA,Drama  Family  Music            ,7.5
Criminal,II 1994,A,Action  Romance  Thriller            ,5.0
Do Lafzon Ki Kahani,2016,UA,Action  Drama  Romance            ,7.5
Woh Ladki Hai Kahaan,2022,,Drama            ,6.7
Hushaaru,2018,A,Comedy            ,5.3
Ajay,1996,UA,Action  Drama  Romance            ,5.1
Desh Premee,1982,U,Action  Comedy  Drama            ,5.2
Wagah,2016,U,Action  Drama  Romance            ,5.1
Petromax,2022,A,Comedy            ,6.8
Badnaam,2020,A,Romance  Thriller            ,5.8
Yamini,2002,A,Crime  Drama  Thriller            ,6.1
Rasbhari,2019–,18,Drama  Romance            ,4.8
Shaurya: It Takes Courage to Make Right... Right,2008,A,Crime  Drama  Thriller            ,2.0
Laakhon Mein Ek,2017–,16+,Drama            ,5.5
Aruvi,2016,UA,Drama            ,6.9
Tum Bin 2,2016,UA,Drama  Romance            ,7.4
Dangerous,2020,Not Rated,Action  Thriller            ,7.2
Blood Money,2021,UA,Thriller            ,6.9
Romeo Juliet,2015,U,Comedy  Romance            ,8.7
Bheemaa,2008,A,Action            ,6.9
Eeramana Rojave,2018–,,Drama            ,7.5
Darwaza,1978,A,Horror            ,5.1
Pyar Ke Do Pal,1986,,Action  Drama            ,7.2
Queen,I 2018,UA,Comedy  Crime  Mystery            ,2.7
Do Numbri,1998,,Action            ,4.2
Tauba Tauba,2004,,Comedy  Drama            ,7.2
Thapki Pyar Ki,2015–2017,13,Drama  Romance            ,7.5
Sadaa Suhagan,1986,,Drama            ,8.4
Mugamoodi,2012,U,Action  Adventure            ,7.6
Ainthu Ainthu Ainthu,2013,UA,Action            ,6.9
Hum Se Na Takrana,1990,A,Action  Crime  Drama            ,7.4
Pandu Hawaldar,1975,,Comedy  Drama            ,9.1
Bha Ji in Problem,2013,,Comedy            ,6.8
Gunah,2018–,Not Rated,Crime            ,6.1
Tadakha,2013,UA,Action            ,1.7
Bemisal,1982,U,Drama  Family            ,5.8
Pitaah,2002,A,Action  Drama            ,7.1
Mounam Pesiyadhe,2002,U,Drama  Romance            ,6.5
Souten: The Other Woman,2006,A,Thriller            ,7.1
Dil Apna Punjabi,2006,,Drama            ,4.5
1962: The War in the Hills,2021–,12+,Action  Adventure  Drama            ,5.0
City Lights,2014,UA,Drama  Thriller            ,4.2
Aa Ammayi Gurinchi Meeku Cheppali,2022,UA,Drama            ,8.2
Paurashpur,2020–,A,Drama            ,8.8
Shaktimaan,1997–2005,U,Action  Adventure  Family            ,5.1
A Simple Murder,2020–,16,Action  Comedy  Crime            ,5.7
Deewane Huye Paagal,2005,UA,Action  Comedy  Drama            ,5.4
Ekkis,,,Biography            ,7.4
Style,2001,,Comedy  Musical  Mystery            ,4.6
Bank Chor,2017,UA,Action  Comedy  Crime            ,5.0
Netaji Subhas Chandra Bose: The Forgotten Hero,2005,,Biography  Drama  History            ,4.9
Minsara Kanna,1999,U,Drama  Romance            ,5.1
Khooni Mahal,1987,,Horror            ,6.6
Kerala Cafe,2009,,Comedy  Drama  Family            ,7.2
Dhoom Machaao Dhoom,2007–2008,,Musical            ,7.5
Jil Jung Juk,2016,UA,Action  Comedy  Crime            ,6.8
Baazi,1995,A,Action  Thriller  Crime            ,5.5
Naihar,2022,,Drama            ,8.1
Lal Jose,2022,U,Drama            ,6.3
Khaali Peeli,2020,UA,Action  Comedy  Romance            ,7.5
My Son Is Gay,2017,,Drama  Family  Musical            ,8.6
Policewala Gunda,1995,,Action  Crime  Drama            ,6.7
Ittu Si Baat,2022,U,Drama            ,2.5
Ayngaran,2022,U,Action  Drama            ,1.5
Mukhbiir,2008,A,Crime  Drama  Mystery            ,5.8
Garmi,2021,,Short  Romance            ,6.9
Sarkar Raj,2008,,Action  Crime  Drama            ,5.5
Ek Jaan Hain Hum,1983,U,Family  Romance            ,5.7
67th Filmfare Awards 2022,2022 TV Special,,Reality-TV            ,7.8
Dhoop chhaon,2022,UA,Drama            ,7.9
Phas Gaye Re Obama,2010,A,Comedy  Crime  Drama            ,7.4
Sanam Bewafa,1991,U,Drama  Romance            ,7.6
Jihne Mera Dil Luteya,2011,U,Comedy  Drama            ,6.4
Le De Ke Bol,2019,18,Drama            ,4.0
Nerkonda Paarvai,2019,UA,Action  Crime  Drama            ,7.3
Rama Rao on Duty,2022,UA,Action  Crime  Drama            ,6.4
Hindutva,2022,UA,Drama            ,1.2
Solo,II 2017,U,Action  Drama  Thriller            ,6.7
Buddha: Rajaon Ka Raja,2013–,16,Biography            ,5.9
Sufna,2020,UA,Romance            ,4.9
Hulchul,2004,U,Action  Comedy  Drama            ,8.2
Aranmanai,2014,UA,Comedy  Horror            ,6.3
Dahaad,2022–,,Mystery  Thriller            ,7.5
Stand Up Rahul,2022,UA,Comedy  Drama  Romance            ,5.3
India Alert,2019–,Not Rated,Crime            ,7.2
Ijaazat,1987,,Drama  Musical  Romance            ,6.8
Surprise Fliz Movies,2019,,Drama            ,6.1
Sparsh,1980,,Drama  Romance            ,6.8
Vaazhl,2021,UA,Drama            ,6.7
Tony Kakkar & Neha Kakkar: Mud Mud Ke,2022 Music Video,,,8.3
Kaanchi,2014,UA,Drama  Musical  Romance            ,7.2
SaatSur,,,Thriller            ,6.1
Neevevaro,2018,UA,Action  Drama  Romance            ,7.6
Bogan,2017,U,Action  Fantasy  Thriller            ,6.8
Danny,II 2020,UA,Action            ,4.5
The Hacker,I 2019,UA,Action  Drama            ,4.7
Naan Mahaan Alla,2010,UA,Action  Crime  Drama            ,6.2
Bhabhi,2002–2008,18,Drama            ,6.0
Aandavan Kattalai,2016,U,Drama            ,6.9
Refugee,2000,,Drama  Musical  Romance            ,5.2
Dil Toh Baccha Hai Ji,2011,A,Comedy  Drama  Romance            ,6.3
IPC 376,2021,UA,Drama  Horror  Mystery            ,9.6
Thuramukham,2022,UA,Action  Drama  Thriller            ,5.7
Nirakar Chhaya,2007,,Drama            ,5.1
Himmatwala,1983,,Action  Comedy  Drama            ,4.0
InMates,2017–,18+,Comedy            ,6.6
Devadas,2018,UA,Action  Comedy  Drama            ,6.5
Tukaram,2012,U,Biography  Drama  History            ,6.2
Tere Mere Sapne,1971,,Drama  Romance            ,7.5
Devi 2,2019,U,Comedy  Horror            ,7.2
Aksar,2006,A,Drama  Romance  Thriller            ,4.1
Bholaa Shankar,2022,,Action  Drama            ,7.7
Balika Badhu,1976,,Comedy  Drama  Romance            ,5.1
Katha Kanchiki Manam Intiki,2022,UA,Horror            ,6.0
Banni Chow Home Delivery,2022–,UA 13+,Drama            ,6.4
Dujone,2009,U,Romance            ,6.8
Ek Hasina Thi,2014,12+,Drama            ,6.4
Naina,2005,,Drama  Horror  Mystery            ,6.3
Yeh Saari Baat,2020 Video,,Short  Romance            ,7.1
Mai Hero Boll Raha Hu,2021–,A,Action  Thriller            ,8.4
Yakeen,1969,U,Action  Crime  Romance            ,4.3
Gitanjali,1989,UA,Drama  Romance            ,6.2
Iyobinte Pusthakam,2014,U,Action  Adventure  Drama            ,6.9
Mohra,1994,UA,Action  Drama  Thriller            ,8.1
Bicchoo Ka Khel,2020–,UA,Crime  Thriller            ,8.4
Vinodhaya Sitham,2021,UA 13+,Comedy  Drama            ,7.4
Mudhal Nee Mudivum Nee,2022,UA,Drama  Fantasy  Romance            ,6.8
Puthiya Niyamam,2016,UA,Mystery  Thriller            ,7.3
Sumi,2022,U,Drama            ,5.3
Raja Harishchandra,1913,,Short  History            ,4.9
Flesh,2020,A,Crime  Thriller            ,6.2
Tango Charlie,2005,(Banned),Action  Adventure  Drama            ,5.1
Possessed Love,2021,15+,Drama  Horror  Romance            ,9.4
Putham Pudhu Kaalai,2020,16,Drama            ,7.6
Theenkirai,,,Thriller            ,5.7
Sigappu Rojakkal,1978,A,Drama  Thriller            ,4.9
Mickey Virus,2013,,Comedy  Thriller            ,7.6
Yaaradi Nee Mohini,2008,U,Drama  Romance            ,4.6
Tyson,,,Drama            ,5.7
Youth,2002,,Drama  Romance            ,3.5
ABCD: American-Born Confused Desi,2013,Not Rated,Comedy            ,5.7
Ahh Madam Ji,2022,,Short  Romance            ,6.5
Dubey Ji and the Boys,2018,A,Drama            ,7.9
Ninaithen Vandhai,1998,,Drama  Romance            ,7.1
The Desire: A Journey of a Woman,2011,,Drama  Musical  Romance            ,8.7
Marutha,2022,UA,Drama  Family            ,8.1
Aarakshan,2011,(Banned),Drama  Thriller            ,4.6
Soorya Manasam,1992,U,Drama            ,3.0
Asur,2020,U,Drama            ,7.4
Sheer Qorma,2021,,Short  Drama            ,5.0
Japan,,,,5.2
